numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20200801000000;101540;90;1;280;3.900000;290.650000;289.850000;95;19260;0;mq;mq;mq;mq;mq;mq;mq;mq;100690;mq;mq;-70;mq;mq;mq;mq;291.250000;mq;mq;5.500000;9.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20200801000000;101400;90;2;250;3.100000;293.850000;287.450000;67;53380;0;mq;mq;75;6;4440;mq;mq;mq;100850;mq;mq;-280;mq;mq;mq;mq;293.950000;mq;mq;5.300000;7.500000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;4440;5;mq;5040;6;mq;5700;mq;mq;mq;
07020;20200801000000;101600;130;2;250;5.100000;290.250000;289.750000;97;8000;1;2;mq;75;6;800;31;23;mq;101490;mq;mq;380;mq;mq;mq;mq;mq;mq;mq;7.200000;7.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;8;800;5;3;2500;mq;mq;mq;mq;mq;mq;
07027;20200801000000;101650;100;1;280;4.300000;292.450000;290.250000;87;60000;0;mq;mq;100;8;250;mq;mq;mq;100860;mq;mq;240;mq;mq;mq;mq;291.950000;mq;mq;6.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20200801000000;101590;110;1;310;3.400000;290.950000;289.250000;90;19630;0;mq;mq;mq;3;450;mq;mq;mq;99810;mq;mq;30;mq;mq;mq;mq;291.450000;mq;mq;4.800000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;3;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20200801000000;101520;250;3;180;5.600000;295.550000;291.550000;78;20000;61;mq;mq;100;2;1250;mq;mq;mq;100420;mq;mq;-90;mq;mq;mq;mq;293.250000;mq;mq;7.900000;16.600000;-10;2;mq;mq;mq;2.600000;2.600000;2.600000;2.600000;mq;mq;mq;mq;mq;2;mq;1410;3;mq;1920;6;mq;2880;mq;9;mq;
07110;20200801000000;101750;70;1;220;1.900000;289.750000;289.250000;97;15860;0;mq;mq;100;8;250;mq;mq;mq;100590;mq;mq;640;mq;mq;mq;mq;289.450000;mq;mq;2.900000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.600000;1.000000;1.000000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20200801000000;101710;100;1;220;3.400000;289.250000;288.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;610;mq;mq;mq;mq;mq;mq;mq;4.600000;5.300000;-10;mq;mq;mq;mq;0.000000;0.200000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20200801000000;101720;100;1;270;1.200000;293.450000;290.650000;84;42810;0;mq;mq;100;8;450;mq;mq;mq;101290;mq;mq;540;mq;mq;mq;mq;292.350000;mq;mq;2.000000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20200801000000;101630;140;1;240;1.100000;292.450000;288.150000;76;20000;0;mq;mq;mq;5;6960;mq;mq;mq;99940;mq;mq;200;mq;mq;mq;mq;293.250000;mq;mq;2.000000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;6960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20200801000000;101520;180;2;340;1.700000;298.550000;289.650000;58;30000;3;2;2;75;6;4200;30;27;mq;100490;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;2.800000;6.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;3;4200;6;3;5340;mq;mq;mq;mq;mq;mq;
07168;20200801000000;101440;70;0;330;2.800000;299.750000;286.850000;45;20000;0;mq;mq;100;8;5280;mq;mq;mq;100100;mq;mq;-80;mq;mq;mq;mq;296.650000;mq;mq;4.600000;11.800000;-10;0;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;6;mq;5280;8;mq;7320;mq;mq;mq;mq;mq;mq;
07181;20200801000000;101420;110;3;240;6.500000;300.450000;286.750000;43;56680;0;mq;mq;75;6;3180;mq;mq;mq;97580;mq;mq;-170;mq;mq;mq;mq;mq;mq;mq;10.800000;13.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;3180;5;mq;4080;6;mq;5340;mq;9;mq;
07190;20200801000000;101410;20;0;270;0.500000;293.150000;286.850000;67;28400;0;mq;mq;mq;0;mq;mq;mq;mq;99660;mq;mq;-310;mq;mq;mq;mq;292.550000;mq;mq;0.700000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20200801000000;101850;110;1;270;4.100000;291.450000;289.950000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;760;mq;mq;mq;mq;mq;mq;mq;7.600000;8.100000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20200801000000;101810;110;1;270;3.900000;292.450000;290.550000;89;60000;0;mq;mq;100;8;250;mq;mq;mq;101500;mq;mq;730;mq;mq;mq;mq;291.550000;mq;mq;5.700000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20200801000000;101610;100;1;280;3.200000;294.650000;288.250000;67;50670;0;mq;mq;mq;0;mq;mq;mq;mq;100310;mq;mq;270;mq;mq;mq;mq;292.450000;mq;mq;5.100000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20200801000000;101540;30;0;180;0.600000;296.050000;289.550000;67;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99630;mq;mq;130;mq;mq;mq;mq;294.450000;mq;mq;0.900000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20200801000000;101390;-150;5;140;4.300000;297.750000;289.250000;59;60000;0;mq;mq;75;6;4200;mq;mq;mq;98810;mq;mq;-160;mq;mq;mq;mq;298.150000;mq;mq;6.300000;6.300000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;4200;3;mq;5820;6;mq;6660;mq;mq;mq;
07299;20200801000000;101490;130;3;260;4.500000;299.550000;286.650000;45;44230;0;mq;mq;mq;3;3540;mq;mq;mq;98410;mq;mq;-160;mq;mq;mq;mq;296.650000;mq;mq;9.300000;10.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;3540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20200801000000;101700;100;1;280;2.200000;293.350000;288.950000;76;41320;0;mq;mq;mq;0;mq;mq;mq;mq;100300;mq;mq;420;mq;mq;mq;mq;292.550000;mq;mq;4.000000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20200801000000;101690;80;2;290;3.700000;294.350000;288.650000;70;49220;0;mq;mq;mq;0;mq;mq;mq;mq;97100;mq;mq;240;mq;mq;mq;mq;295.950000;mq;mq;5.900000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20200801000000;101570;-30;6;330;1.300000;293.550000;291.650000;89;19750;0;mq;mq;mq;0;mq;mq;mq;mq;97830;mq;mq;50;mq;mq;mq;mq;292.650000;mq;mq;1.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;3.400000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20200801000000;101500;0;0;280;1.500000;299.150000;288.250000;51;50000;3;0;0;25;1;4800;30;23;11;98780;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;2.300000;3.300000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;4800;1;0;9000;mq;mq;mq;mq;mq;mq;
07510;20200801000000;101880;60;1;290;2.000000;292.350000;291.050000;92;7730;0;mq;mq;mq;1;450;mq;mq;mq;101320;mq;mq;650;mq;mq;mq;mq;mq;mq;mq;2.900000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20200801000000;101670;80;1;290;1.800000;297.050000;290.550000;67;20000;0;mq;mq;90;7;4320;mq;mq;mq;98700;mq;mq;160;mq;mq;mq;mq;297.450000;mq;mq;4.100000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20200801000000;101500;0;0;210;1.700000;297.150000;287.850000;56;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93630;mq;mq;-30;mq;mq;mq;mq;293.650000;mq;mq;2.100000;2.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20200801000000;101540;-10;8;0;0.000000;294.650000;288.750000;69;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100680;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;0.900000;0.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20200801000000;mq;0;4;20;3.700000;294.550000;283.650000;50;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92020;mq;829;-150;mq;mq;mq;mq;291.450000;mq;mq;5.800000;6.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20200801000000;101930;130;1;250;2.200000;293.750000;291.550000;87;24810;0;mq;mq;90;7;450;mq;mq;mq;101240;mq;mq;580;mq;mq;mq;mq;297.850000;mq;mq;3.100000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20200801000000;101910;130;1;270;3.200000;293.450000;291.950000;91;12710;0;mq;mq;100;8;150;mq;mq;mq;97740;mq;mq;420;mq;mq;mq;mq;295.150000;mq;mq;4.900000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20200801000000;101790;100;1;320;2.600000;296.950000;293.650000;82;20000;0;mq;mq;100;8;800;mq;mq;mq;97110;mq;mq;270;mq;mq;mq;mq;294.950000;mq;mq;4.300000;4.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20200801000000;101700;140;1;280;5.800000;298.950000;293.050000;70;27830;0;mq;mq;mq;5;3900;mq;mq;mq;99990;mq;mq;160;mq;mq;mq;mq;298.450000;mq;mq;8.600000;8.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;3900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20200801000000;101520;-10;8;10;0.500000;296.650000;294.350000;87;27090;0;mq;mq;mq;0;mq;mq;mq;mq;101430;mq;mq;-170;mq;mq;mq;mq;295.950000;mq;mq;0.700000;1.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20200801000000;101490;-70;7;140;1.600000;296.950000;285.550000;49;52610;0;mq;mq;mq;2;4200;mq;mq;mq;101120;mq;mq;-180;mq;mq;mq;mq;297.450000;mq;mq;2.200000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20200801000000;mq;mq;mq;280;3.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.300000;8.100000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20200801000000;101430;-40;7;350;1.400000;298.750000;293.950000;75;40000;1;0;0;0;0;mq;30;20;10;101130;mq;mq;-320;mq;mq;mq;mq;297.250000;mq;mq;1.600000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20200801000000;101540;-20;8;200;0.700000;297.650000;295.150000;86;27960;0;mq;mq;mq;0;mq;mq;mq;mq;101030;mq;mq;-80;mq;mq;mq;mq;298.250000;mq;mq;1.400000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20200801000000;101530;30;0;50;2.900000;294.950000;287.850000;64;45850;0;mq;mq;mq;0;mq;mq;mq;mq;101420;mq;mq;-160;mq;mq;mq;mq;mq;mq;mq;3.900000;3.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20200801000000;101460;-50;7;190;1.300000;295.350000;292.850000;86;22420;0;mq;mq;mq;0;mq;mq;mq;mq;101320;mq;mq;-270;mq;mq;mq;mq;298.850000;mq;mq;2.600000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20200801000000;101600;120;6;0;0.000000;294.950000;293.950000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101550;mq;mq;40;mq;294.650000;mq;301.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20200801000000;102300;90;6;170;7.700000;294.050000;286.250000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102230;mq;mq;-20;mq;293.350000;mq;298.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20200801000000;101960;-50;8;140;1.900000;292.850000;288.950000;78;53980;0;mq;mq;mq;3;1750;mq;mq;mq;101810;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;3.100000;3.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;3;mq;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20200801000000;100660;390;8;350;13.700000;286.550000;285.950000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100310;mq;mq;-1610;mq;284.450000;mq;286.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;0.400000;0.400000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20200801000000;mq;140;3;210;10.200000;273.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96050;mq;mq;110;mq;272.250000;mq;274.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20200801000000;mq;430;3;240;10.800000;275.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97710;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;16.500000;-10;mq;mq;mq;mq;0.000000;mq;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20200801000000;101010;20;3;150;8.200000;289.350000;288.750000;96;17840;0;mq;mq;100;8;800;mq;mq;mq;100930;mq;mq;-150;mq;mq;mq;mq;288.650000;mq;mq;11.400000;12.200000;-10;mq;mq;mq;mq;0.400000;1.000000;2.400000;7.500000;7.500000;mq;mq;mq;mq;5;mq;720;8;mq;960;mq;mq;mq;mq;mq;mq;
78890;20200801000000;101400;120;3;80;6.500000;301.150000;296.950000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;-30;mq;298.550000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20200801000000;101480;120;3;100;2.700000;300.050000;296.950000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100970;mq;mq;-40;mq;299.850000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;0.800000;0.800000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20200801000000;101420;150;3;110;2.200000;300.150000;296.450000;80;41620;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20200801000000;101390;130;3;130;6.400000;301.350000;296.050000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-30;mq;298.950000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20200801000000;101370;150;3;90;3.000000;299.950000;295.950000;79;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101280;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;4.500000;5.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20200801000000;mq;mq;mq;220;1.300000;300.150000;297.750000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;296.650000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20200801000000;101350;190;3;0;0.000000;299.450000;298.950000;97;31090;0;mq;mq;100;8;4680;mq;mq;mq;101260;mq;mq;120;306.150000;mq;306.150000;mq;301.450000;mq;mq;0.000000;2.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;8.500000;mq;mq;mq;mq;8;mq;4680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20200801000000;101380;250;3;240;0.900000;298.850000;297.950000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100160;mq;mq;150;mq;296.250000;mq;305.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;21.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20200801000000;98480;290;1;290;6.200000;254.050000;249.650000;65;15000;2;1;1;75;6;1250;35;20;10;97910;mq;mq;mq;253.950000;mq;256.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20200801030000;101590;50;1;250;2.000000;290.850000;290.550000;98;3040;10;mq;mq;mq;mq;mq;mq;mq;mq;100740;mq;mq;130;mq;mq;mq;mq;290.450000;mq;mq;3.700000;4.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20200801030000;101480;80;2;210;3.500000;291.550000;289.350000;87;25630;0;mq;mq;mq;4;6000;mq;mq;mq;100930;mq;mq;-70;mq;mq;mq;mq;291.550000;mq;mq;5.200000;6.200000;-10;0;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;mq;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20200801030000;101650;50;3;260;5.300000;289.750000;289.250000;97;8000;3;2;mq;100;8;800;35;mq;mq;101540;mq;mq;660;mq;mq;mq;mq;mq;mq;mq;6.900000;7.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20200801030000;101690;40;3;290;6.000000;290.850000;288.450000;86;58270;0;mq;mq;100;8;450;mq;mq;mq;100900;mq;mq;470;mq;mq;mq;mq;291.750000;mq;mq;8.200000;9.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;300;7;mq;450;8;mq;780;mq;mq;mq;
07037;20200801030000;101620;30;0;300;2.000000;291.250000;290.450000;95;5960;0;mq;mq;100;8;150;mq;mq;mq;99840;mq;mq;230;mq;mq;mq;mq;291.450000;mq;mq;3.500000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20200801030000;101380;-140;5;290;2.900000;295.150000;290.950000;77;20000;0;mq;mq;100;8;3780;mq;mq;mq;100280;mq;mq;-150;mq;mq;mq;mq;293.250000;mq;mq;5.500000;6.100000;-10;1;mq;mq;mq;0.000000;1.600000;4.200000;4.200000;mq;mq;mq;mq;mq;6;mq;3780;7;mq;4380;8;mq;5820;mq;8;mq;
07110;20200801030000;101780;30;2;240;3.800000;289.650000;289.150000;97;13350;0;mq;mq;90;7;250;mq;mq;mq;100620;mq;mq;790;mq;mq;mq;mq;289.450000;mq;mq;5.900000;6.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;1.000000;mq;mq;mq;mq;5;mq;210;6;mq;510;6;mq;690;mq;mq;mq;
07117;20200801030000;101750;40;3;220;4.000000;289.350000;288.550000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;820;mq;mq;mq;mq;mq;mq;mq;5.800000;7.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20200801030000;101730;10;3;230;2.500000;292.550000;290.850000;90;60000;0;mq;mq;100;8;800;mq;mq;mq;101300;mq;mq;720;mq;mq;mq;mq;291.550000;mq;mq;4.400000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20200801030000;101690;40;1;280;2.000000;290.050000;288.550000;91;20000;0;mq;mq;90;5;800;mq;mq;mq;99980;mq;mq;390;mq;mq;mq;mq;292.050000;mq;mq;4.000000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;720;7;mq;7020;mq;mq;mq;mq;mq;mq;
07149;20200801030000;101540;0;0;320;4.200000;294.550000;289.250000;72;30040;1;0;0;0;0;mq;30;20;10;100490;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;6.600000;6.600000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20200801030000;101400;-50;5;260;0.600000;297.950000;288.050000;54;20000;0;mq;mq;100;8;3960;mq;mq;mq;100050;mq;mq;-60;mq;mq;mq;mq;295.650000;mq;mq;2.200000;4.800000;-10;0;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;3960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20200801030000;101410;-50;5;220;2.000000;297.050000;287.150000;54;57700;0;mq;mq;100;8;3780;mq;mq;mq;97530;mq;mq;-160;mq;mq;mq;mq;291.950000;mq;mq;4.300000;7.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;3780;8;mq;5760;mq;9;mq;mq;mq;mq;
07190;20200801030000;101410;-10;8;120;2.000000;292.850000;286.750000;68;28390;0;mq;mq;mq;0;mq;mq;mq;mq;99650;mq;mq;-270;mq;mq;mq;mq;291.150000;mq;mq;3.300000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
